timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1742850000000,87832.00000000,88274.00000000,87797.21000000,88100.01000000,1366.12115000,1742853599999,120253890.60383850,93145,486.66523000,42833211.58724410,0
1742853600000,88100.01000000,88184.79000000,87302.88000000,87457.65000000,1519.59209000,1742857199999,133241315.64050720,117266,596.64207000,52295898.70293440,0
1742857200000,87457.66000000,87537.22000000,87050.60000000,87498.16000000,656.31296000,1742860799999,57291658.02823790,94742,296.03393000,25845296.96972260,0
1742860800000,87498.16000000,87679.25000000,87262.00000000,87599.99000000,716.31289000,1742864399999,62686035.15242150,85195,345.14642000,30207268.19738040,0
1742864400000,87600.00000000,87600.00000000,86813.16000000,87088.31000000,821.47808000,1742867999999,71585224.44594640,110065,324.05076000,28231061.35216260,0
1742868000000,87088.31000000,87088.31000000,86820.29000000,86854.94000000,499.30174000,1742871599999,43416840.17628930,78920,157.46334000,13693463.25107620,0
1742871600000,86854.94000000,86984.16000000,86330.66000000,86520.88000000,930.82585000,1742875199999,80629820.79900690,106916,340.65567000,29501982.57811020,0
1742875200000,86520.89000000,86666.66000000,86310.00000000,86547.17000000,652.11850000,1742878799999,56408445.00190850,83819,346.02998000,29936193.14351370,0
1742878800000,86547.16000000,86772.72000000,86400.00000000,86656.07000000,763.58885000,1742882399999,66133423.91509200,71897,381.88246000,33075774.79950380,0
1742882400000,86656.06000000,86879.77000000,86524.00000000,86534.50000000,672.24724000,1742885999999,58279742.16968950,65239,315.51747000,27356562.69492400,0
1742886000000,86534.49000000,86815.22000000,86332.87000000,86436.82000000,837.82470000,1742889599999,72486807.99629090,68899,256.91786000,22231894.21719760,0
1742889600000,86436.82000000,86764.46000000,86406.49000000,86714.79000000,590.42873000,1742893199999,51127266.12329940,57948,316.69190000,27420109.23838730,0
1742893200000,86714.80000000,87350.00000000,86642.00000000,87221.66000000,856.95188000,1742896799999,74598326.30844330,101917,494.29957000,43017212.55211680,0
1742896800000,87221.65000000,87285.99000000,86947.21000000,87130.14000000,512.36018000,1742900399999,44624032.23635170,68189,206.84214000,18014646.93251920,0
1742900400000,87130.14000000,87500.00000000,87051.56000000,87370.43000000,720.34277000,1742903999999,62919788.91549850,91596,357.41445000,31217026.55795320,0
1742904000000,87370.44000000,87443.40000000,86929.46000000,87084.02000000,820.26612000,1742907599999,71509736.22157200,94388,279.78502000,24393497.50964220,0
1742907600000,87084.01000000,87992.00000000,87043.47000000,87594.40000000,1842.02583000,1742911199999,161174351.62780150,265153,836.79436000,73229764.32230450,0
1742911200000,87594.41000000,88228.00000000,87333.34000000,88022.40000000,1612.85101000,1742914799999,141696049.99110100,258755,782.02077000,68710875.53009800,0
1742914800000,88022.39000000,88258.80000000,87713.62000000,87774.37000000,1355.39717000,1742918399999,119182712.49505570,185010,584.87351000,51432801.44405590,0
1742918400000,87774.37000000,87979.99000000,87633.01000000,87792.40000000,925.68272000,1742921999999,81261772.94383010,131987,323.36037000,28385341.58159010,0
1742922000000,87792.41000000,88321.27000000,87792.41000000,87937.27000000,781.72672000,1742925599999,68830384.92379890,139707,355.93299000,31341966.71388840,0
1742925600000,87937.27000000,88059.99000000,87588.59000000,87822.00000000,677.98013000,1742929199999,59518105.58556390,114706,217.66706000,19113502.90691300,0
1742929200000,87822.00000000,88250.00000000,87816.67000000,88116.23000000,883.99101000,1742932799999,77830637.26567400,121367,360.80717000,31765216.49132460,0
1742932800000,88116.23000000,88539.63000000,87807.32000000,87849.98000000,1448.76327000,1742936399999,127803959.71731870,146747,693.62920000,61205889.03114280,0
1742936400000,87849.99000000,88198.12000000,87702.92000000,87746.00000000,1029.18285000,1742939999999,90523546.06643770,93943,293.77721000,25836492.52910570,0
1742940000000,87746.00000000,87805.82000000,87161.32000000,87464.73000000,1483.32257000,1742943599999,129824664.88918680,141391,496.93878000,43495606.31195540,0
1742943600000,87464.72000000,87503.45000000,87132.65000000,87392.87000000,1208.28167000,1742947199999,105519915.93071550,119061,372.06448000,32493922.74691580,0
1742947200000,87392.88000000,87814.00000000,87199.99000000,87652.00000000,743.29052000,1742950799999,65050576.35322800,88684,397.58967000,34799354.11597070,0
1742950800000,87652.00000000,87892.14000000,87567.42000000,87836.04000000,483.00014000,1742954399999,42390394.10694250,66351,248.38458000,21799876.77025260,0
1742954400000,87836.04000000,87836.04000000,87300.00000000,87324.60000000,567.91066000,1742957999999,49684453.87821350,58018,195.71191000,17125016.78578540,0
1742958000000,87324.61000000,87405.37000000,87030.56000000,87153.51000000,581.95224000,1742961599999,50739547.99296180,62297,217.85984000,18994137.24473830,0
1742961600000,87153.50000000,87455.64000000,87052.00000000,87326.78000000,593.36059000,1742965199999,51781656.03497010,60346,316.66201000,27634143.39804550,0
1742965200000,87326.79000000,87630.00000000,87215.69000000,87520.35000000,667.80685000,1742968799999,58379688.06913830,48990,337.22573000,29493300.42241850,0
1742968800000,87520.36000000,87923.92000000,87442.83000000,87909.07000000,540.14228000,1742972399999,47352306.64696970,47703,325.65095000,28556805.41013140,0
1742972400000,87909.07000000,88275.00000000,87754.35000000,88140.45000000,1053.47194000,1742975999999,92786694.61664910,86690,572.97255000,50483049.27970760,0
1742976000000,88140.45000000,88200.00000000,87886.10000000,87959.73000000,525.11331000,1742979599999,46222930.14068220,59816,236.22879000,20791207.17933200,0
1742979600000,87959.73000000,88056.61000000,87837.49000000,87939.99000000,393.09750000,1742983199999,34568479.96617690,43067,206.51437000,18161966.38109940,0
1742983200000,87940.00000000,88259.81000000,87939.99000000,88208.47000000,556.20541000,1742986799999,49036151.19991310,55584,297.60360000,26238981.98776890,0
1742986800000,88208.47000000,88242.00000000,87923.91000000,87954.96000000,940.31797000,1742990399999,82852110.31241330,67105,209.79620000,18486493.80485220,0
1742990400000,87954.97000000,88000.00000000,87586.72000000,87813.17000000,825.39906000,1742993999999,72446523.52535820,82109,310.82389000,27291492.35904890,0
1742994000000,87813.16000000,87920.08000000,86719.00000000,86841.31000000,1682.40584000,1742997599999,147075813.64291330,210532,632.12766000,55283847.82990950,0
1742997600000,86841.30000000,87294.05000000,86434.36000000,86773.14000000,1940.95752000,1743001199999,168453696.61974820,270864,1029.06825000,89324079.27782440,0
1743001200000,86773.14000000,87018.87000000,86546.23000000,86752.52000000,1188.33868000,1743004799999,103152717.83293220,174186,529.55396000,45967616.46443830,0
1743004800000,86752.52000000,87058.40000000,86391.30000000,86513.99000000,751.20508000,1743008399999,65127679.16007770,131524,333.77030000,28944622.71670400,0
1743008400000,86513.99000000,86829.88000000,86476.88000000,86569.99000000,568.00228000,1743011999999,49191885.56392060,115807,289.46370000,25069950.94591000,0
1743012000000,86570.00000000,86750.01000000,86181.39000000,86198.53000000,562.82437000,1743015599999,48670481.17321490,93676,225.63452000,19516776.25416550,0
1743015600000,86198.52000000,86800.77000000,85860.00000000,86567.19000000,1124.92816000,1743019199999,97053531.61517700,190005,570.93550000,49284641.44897870,0
1743019200000,86567.18000000,87404.34000000,86520.10000000,87280.00000000,896.05809000,1743022799999,78067424.52269960,143398,493.13060000,42966794.15394770,0
1743022800000,87280.00000000,87302.00000000,86728.91000000,87109.65000000,541.36601000,1743026399999,47125654.78956860,82800,264.71167000,23037343.43233160,0
1743026400000,87109.64000000,87147.92000000,86753.52000000,86829.48000000,347.87603000,1743029999999,30235735.36546450,81960,173.63213000,15087216.16443020,0
1743030000000,86829.48000000,86952.20000000,86562.00000000,86909.17000000,333.75432000,1743033599999,28960822.45713000,58642,175.92515000,15266139.46902220,0
1743033600000,86909.17000000,87308.00000000,86796.26000000,87285.29000000,439.26833000,1743037199999,38241574.58281060,75151,244.21480000,21262860.94038210,0
1743037200000,87285.30000000,87519.38000000,87178.79000000,87378.87000000,484.20578000,1743040799999,42289833.53720520,72362,235.09345000,20534824.53275440,0
1743040800000,87378.88000000,87756.39000000,87338.79000000,87575.39000000,474.68254000,1743044399999,41573432.79563920,82558,244.76662000,21438023.70644960,0
1743044400000,87575.38000000,87675.00000000,87434.78000000,87670.18000000,493.00757000,1743047999999,43177199.81273250,49855,206.35401000,18073256.02843410,0
1743048000000,87670.17000000,87691.34000000,87411.42000000,87521.61000000,389.92917000,1743051599999,34123101.85463860,51574,152.18040000,13317050.05044950,0
1743051600000,87521.60000000,87521.60000000,87262.55000000,87314.72000000,498.02432000,1743055199999,43527493.21627210,44502,162.52648000,14202893.59167740,0
1743055200000,87314.71000000,87547.60000000,87280.00000000,87352.68000000,421.13139000,1743058799999,36814933.31619740,49289,238.42899000,20843161.31565990,0
1743058800000,87352.68000000,87439.30000000,87249.68000000,87399.99000000,466.03302000,1743062399999,40704407.41142150,55706,207.47939000,18120993.85204960,0
1743062400000,87399.99000000,87597.60000000,87255.63000000,87434.82000000,539.09820000,1743065999999,47130507.24839590,62613,247.86121000,21669150.13246480,0
1743066000000,87434.82000000,87537.74000000,87385.85000000,87415.56000000,453.07467000,1743069599999,39630393.01106310,61033,213.07015000,18637312.29010140,0
1743069600000,87415.57000000,87597.60000000,87108.99000000,87195.59000000,529.03139000,1743073199999,46221824.41896850,65573,242.45617000,21187663.01870000,0
1743073200000,87195.59000000,87316.29000000,86787.00000000,86943.52000000,674.57069000,1743076799999,58721117.58724110,96529,273.64098000,23829543.94752420,0
1743076800000,86943.51000000,87110.10000000,86724.85000000,86761.05000000,665.70609000,1743080399999,57871796.31221820,103983,318.07088000,27649342.22738040,0
1743080400000,86761.04000000,86861.71000000,85800.00000000,86383.83000000,2610.92782000,1743083999999,225154006.65170970,313970,1165.90532000,100544989.58993780,0
1743084000000,86383.82000000,87321.56000000,86189.19000000,87297.33000000,2709.46975000,1743087599999,235057431.67734360,272830,1622.51485000,140785488.09851580,0
1743087600000,87297.34000000,87575.00000000,86752.58000000,86974.07000000,1554.66361000,1743091199999,135558891.26680590,180420,699.72490000,61034752.97788050,0
1743091200000,86974.07000000,87271.43000000,86805.20000000,86835.24000000,671.69986000,1743094799999,58464288.52134320,129979,244.03675000,21242961.25839440,0
1743094800000,86835.24000000,87150.95000000,86796.00000000,86913.05000000,596.49192000,1743098399999,51864920.65745060,120897,257.41179000,22380736.21346490,0
1743098400000,86913.04000000,87420.00000000,86876.00000000,87206.52000000,473.09632000,1743101999999,41237666.08704870,103020,222.07273000,19358752.73615960,0
1743102000000,87206.52000000,87429.21000000,87022.99000000,87060.41000000,473.80058000,1743105599999,41341449.56398640,101043,188.17646000,16419696.74395380,0
1743105600000,87060.40000000,87346.07000000,86943.04000000,87307.57000000,454.46299000,1743109199999,39598132.86732150,83783,263.15005000,22925915.81410550,0
1743109200000,87307.57000000,87728.27000000,87239.13000000,87568.68000000,488.70362000,1743112799999,42770919.44619250,88371,297.28377000,26022653.47973730,0
1743112800000,87568.67000000,87600.00000000,87309.97000000,87350.71000000,263.44675000,1743116399999,23034172.57910940,59790,126.87473000,11093866.29126520,0
1743116400000,87350.70000000,87361.07000000,87128.01000000,87232.01000000,273.51259000,1743119999999,23859313.28478680,51550,111.76029000,9749004.45147460,0
1743120000000,87232.01000000,87402.08000000,86929.58000000,87354.01000000,438.18173000,1743123599999,38180026.15226420,84595,215.91875000,18815374.08058470,0
1743123600000,87354.01000000,87515.67000000,87116.00000000,87230.29000000,516.42696000,1743127199999,45085446.45832030,79630,193.21158000,16875046.60824300,0
1743127200000,87230.30000000,87327.98000000,86950.75000000,86987.77000000,388.73132000,1743130799999,33875656.94435240,71780,133.40545000,11624511.79112460,0
1743130800000,86987.78000000,87018.36000000,86750.00000000,86787.16000000,568.38044000,1743134399999,49366086.96441130,95896,269.52270000,23408831.71597010,0
1743134400000,86787.17000000,86832.64000000,85952.54000000,86305.38000000,1475.68093000,1743137999999,127394064.02877310,171604,658.81836000,56864146.49685330,0
1743138000000,86305.38000000,86305.38000000,85827.97000000,86059.02000000,1025.35492000,1743141599999,88221840.20904450,157160,442.57372000,38085444.61434040,0
1743141600000,86059.02000000,86250.00000000,85648.25000000,85719.27000000,1011.00124000,1743145199999,86872113.45940090,128349,392.43840000,33736831.04626180,0
1743145200000,85719.27000000,85888.60000000,85162.48000000,85212.99000000,2159.05919000,1743148799999,184429479.90260550,172745,830.99829000,70963411.05381640,0
1743148800000,85212.98000000,85441.25000000,85050.01000000,85213.87000000,1389.57870000,1743152399999,118435135.03538020,145224,711.91479000,60678425.42726940,0
1743152400000,85213.87000000,85417.47000000,85005.00000000,85148.00000000,1298.56622000,1743155999999,110621196.58833580,107601,444.39190000,37864795.22369850,0
1743156000000,85148.00000000,85250.79000000,84896.00000000,84941.49000000,988.61456000,1743159599999,84131977.35412390,86272,295.90985000,25185486.02446380,0
1743159600000,84941.49000000,85255.26000000,84800.00000000,85255.26000000,1274.00029000,1743163199999,108323078.83919720,120933,693.36526000,58963142.31045700,0
1743163200000,85255.25000000,85609.74000000,84888.00000000,85028.27000000,1145.41519000,1743166799999,97563396.90906270,148996,553.80169000,47181189.08782240,0
1743166800000,85028.27000000,85575.68000000,84904.96000000,84994.00000000,1317.09060000,1743170399999,112254286.47786120,203056,648.95833000,55325051.09456680,0
1743170400000,84994.00000000,85120.19000000,84148.80000000,84172.01000000,3331.05298000,1743173999999,281235461.83464400,319237,1186.70175000,100198788.86923530,0
1743174000000,84172.01000000,84530.45000000,83953.86000000,84051.16000000,2589.07955000,1743177599999,218002461.60299650,224526,935.60701000,78806018.63377840,0
1743177600000,84051.15000000,84217.61000000,83671.90000000,83794.73000000,1152.23131000,1743181199999,96699110.32473660,203658,531.46004000,44603262.07076690,0
1743181200000,83794.72000000,84010.41000000,83585.00000000,84008.45000000,1114.86590000,1743184799999,93423852.59961080,176596,412.92432000,34602453.00624780,0
1743184800000,84008.46000000,84169.52000000,83720.00000000,83880.00000000,755.86923000,1743188399999,63458308.67440640,137482,280.62977000,23564588.26355750,0
1743188400000,83879.99000000,83893.48000000,83636.36000000,83790.73000000,834.89668000,1743191999999,69923056.22866710,122778,332.48852000,27843462.94573590,0
1743192000000,83790.74000000,84160.38000000,83714.28000000,83794.41000000,1271.03433000,1743195599999,106636632.49251430,96514,470.77555000,39501887.19698380,0
1743195600000,83794.41000000,84110.36000000,83697.83000000,84052.29000000,295.77685000,1743199199999,24828038.07725450,62331,159.89356000,13423179.61517040,0
1743199200000,84052.29000000,84480.36000000,84052.29000000,84480.35000000,382.78331000,1743202799999,32251049.96513270,60724,207.47767000,17482952.67086500,0
1743202800000,84480.35000000,84538.69000000,84200.01000000,84424.38000000,459.05926000,1743206399999,38734803.54101770,58398,271.65010000,22925041.96345990,0
1743206400000,84424.38000000,84624.73000000,84353.49000000,84396.89000000,414.88307000,1743209999999,35055296.31652710,65154,182.87863000,15452789.57214970,0
1743210000000,84396.89000000,84502.42000000,84216.00000000,84281.90000000,283.36385000,1743213599999,23900084.11451120,63378,130.56496000,11013370.55125850,0
1743213600000,84281.91000000,84423.53000000,83817.23000000,83851.40000000,407.56827000,1743217199999,34300134.17229130,68597,173.90306000,14639479.91786380,0
1743217200000,83851.39000000,84254.72000000,83709.67000000,84166.30000000,420.19860000,1743220799999,35279378.19198650,82129,220.80682000,18537348.99853590,0
1743220800000,84166.30000000,84258.45000000,83968.81000000,84072.96000000,287.24956000,1743224399999,24153740.09163110,65701,149.69964000,12587993.92538970,0
1743224400000,84072.97000000,84093.99000000,83858.22000000,84012.64000000,235.85366000,1743227999999,19808392.56772910,49227,134.72333000,11314971.33827620,0
1743228000000,84012.65000000,84012.65000000,83672.74000000,83787.28000000,335.98213000,1743231599999,28152866.80895560,68162,158.79451000,13305077.65843180,0
1743231600000,83787.28000000,83892.00000000,83662.86000000,83731.82000000,244.43629000,1743235199999,20472208.02545330,64856,107.62295000,9013911.11808190,0
1743235200000,83731.83000000,83944.36000000,83666.65000000,83934.95000000,340.17747000,1743238799999,28510031.77221050,67716,202.33840000,16957806.90442680,0
1743238800000,83934.94000000,83947.42000000,83266.65000000,83544.80000000,720.14163000,1743242399999,60164173.24065970,90554,248.44540000,20753891.87454710,0
1743242400000,83544.80000000,83559.23000000,82820.85000000,82927.81000000,735.21277000,1743245999999,61158128.87403440,113430,268.31460000,22325848.05599610,0
1743246000000,82927.80000000,83108.08000000,82007.00000000,82293.56000000,1843.36930000,1743249599999,151995764.84672690,224412,837.00697000,69001998.21889450,0
1743249600000,82293.56000000,82527.70000000,82145.22000000,82462.70000000,634.07629000,1743253199999,52217283.29802290,111874,366.28933000,30164775.80644810,0
1743253200000,82462.69000000,82863.49000000,82454.44000000,82851.95000000,578.26067000,1743256799999,47800666.11451740,108734,354.65479000,29316486.78900530,0
1743256800000,82851.95000000,82882.01000000,82459.00000000,82504.01000000,452.61380000,1743260399999,37417224.67179550,80036,234.39977000,19377634.91279560,0
1743260400000,82504.02000000,82617.01000000,82383.20000000,82414.23000000,295.79723000,1743263999999,24401296.64234010,67993,125.71834000,10370643.46418110,0
1743264000000,82414.22000000,82683.78000000,82173.19000000,82198.43000000,538.75064000,1743267599999,44387847.80897380,96049,261.10816000,21515687.31495780,0
1743267600000,82198.44000000,82625.05000000,81644.81000000,82332.63000000,1231.20197000,1743271199999,101030852.34097070,216558,571.22929000,46900149.31180770,0
1743271200000,82332.62000000,82673.00000000,82214.88000000,82343.64000000,368.88573000,1743274799999,30418094.08962820,118543,205.21226000,16924576.05556320,0
1743274800000,82343.64000000,82758.41000000,82209.59000000,82758.40000000,370.86895000,1743278399999,30559413.70743510,89873,227.61248000,18756912.46571470,0
1743278400000,82758.40000000,82787.29000000,82422.22000000,82511.17000000,376.35969000,1743281999999,31089345.80745030,87490,180.55959000,14915637.68471410,0
1743282000000,82511.16000000,82685.45000000,82353.51000000,82518.74000000,212.79105000,1743285599999,17557687.10584750,70228,105.08184000,8670399.90292610,0
1743285600000,82518.74000000,82522.00000000,82258.86000000,82389.75000000,188.29229000,1743289199999,15518002.74148200,52529,78.36576000,6457426.89869170,0
1743289200000,82389.75000000,82679.52000000,82342.00000000,82648.54000000,180.06373000,1743292799999,14852004.63569140,49164,96.27397000,7940756.74424950,0
1743292800000,82648.53000000,82888.93000000,82500.00000000,82799.73000000,310.37514000,1743296399999,25664488.50003010,81161,173.85454000,14377712.81535640,0
1743296400000,82799.73000000,83075.48000000,82762.71000000,82941.13000000,445.84784000,1743299999999,36987562.64321040,81619,210.05231000,17426749.22579270,0
1743300000000,82941.14000000,83372.81000000,82925.67000000,83330.00000000,417.67201000,1743303599999,34753676.18182800,80600,277.75071000,23108898.17114780,0
1743303600000,83330.00000000,83503.53000000,83048.88000000,83088.81000000,431.74613000,1743307199999,35964764.20166850,75760,175.87427000,14654946.64141500,0
1743307200000,83088.82000000,83314.42000000,83078.94000000,83109.81000000,213.20024000,1743310799999,17731066.93831130,47126,90.45454000,7522613.83904390,0
1743310800000,83109.81000000,83230.00000000,82924.23000000,82958.30000000,272.84116000,1743314399999,22671169.61962780,41295,96.50100000,8017947.25698690,0
1743314400000,82958.30000000,83306.26000000,82868.96000000,83178.14000000,402.67107000,1743317999999,33444749.61093040,45980,189.03946000,15701369.28080580,0
1743318000000,83178.14000000,83321.16000000,83068.66000000,83076.59000000,349.72683000,1743321599999,29100593.29960390,43766,159.68120000,13288803.22063850,0
1743321600000,83076.58000000,83406.14000000,83076.58000000,83378.09000000,354.71899000,1743325199999,29537676.45159160,38678,184.78846000,15383519.22509830,0
1743325200000,83378.10000000,83517.78000000,83255.83000000,83502.32000000,224.07536000,1743328799999,18688502.20542610,45780,113.33814000,9452742.51671340,0
