timestamp,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote,ignore
2025-03-04 06:00:00,84274.0,84411.76,83584.9,83883.58,854.00368,1741071599999,71746380.3287098,208727,455.59841,38282906.1340166,0
2025-03-04 07:00:00,83884.06,84024.0,83140.0,83186.4,1401.0781,1741075199999,117005582.0234565,255371,666.07247,55643309.2318065,0
2025-03-04 08:00:00,83186.4,83934.51,83040.29,83893.09,1496.65224,1741078799999,124957941.9409616,294158,858.04392,71657724.41956,0
2025-03-04 09:00:00,83893.09,84181.53,83642.01,83748.0,990.95954,1741082399999,83153572.4782395,220645,511.24401,42905874.3788213,0
2025-03-04 10:00:00,83748.0,84067.02,83492.02,83971.93,845.80624,1741085999999,70845022.3673209,214818,438.6533,36748476.8596038,0
2025-03-04 11:00:00,83971.93,84373.84,83698.11,83937.94,1132.88002,1741089599999,95145480.8042793,240387,581.05017,48806655.3746958,0
2025-03-04 12:00:00,83937.93,83979.66,83248.66,83763.73,1007.91883,1741093199999,84290159.3254382,269992,493.46879,41267804.2990375,0
2025-03-04 13:00:00,83763.73,83764.56,82300.0,82804.0,2427.20219,1741096799999,201399862.9109936,493019,1075.01285,89235907.7952931,0
2025-03-04 14:00:00,82804.0,84977.65,82062.06,83201.41,6008.25724,1741100399999,503886462.6309557,930935,2950.50247,247532164.085527,0
2025-03-04 15:00:00,83201.4,83373.42,81500.0,82985.06,4824.82043,1741103999999,398345781.11719006,828772,2385.80595,197024082.4768278,0
2025-03-04 16:00:00,82985.05,83825.72,82013.11,83555.37,2320.23524,1741107599999,192159296.5043997,630818,1240.88854,102848076.9434301,0
2025-03-04 17:00:00,83555.5,85529.8,83406.37,85443.89,2938.55269,1741111199999,248817801.1300818,574713,1673.61614,141679766.6718054,0
2025-03-04 18:00:00,85443.88,86927.68,85148.68,86764.24,2506.83663,1741114799999,215366974.67563447,414746,1489.00421,128020563.428342,0
2025-03-04 19:00:00,86764.25,88487.91,86537.71,88206.19,4362.43625,1741118399999,382817777.34249,530865,2497.79992,219113017.1374938,0
2025-03-04 20:00:00,88206.19,88840.03,86692.9,86825.27,2560.3595,1741121999999,225035005.3659632,405253,1172.69664,103121442.0389254,0
2025-03-04 21:00:00,86825.27,88967.52,86582.27,87517.49,2669.37298,1741125599999,234367906.51362687,440353,1250.39848,109780189.9450816,0
2025-03-04 22:00:00,87517.49,87969.77,87416.0,87486.0,666.89699,1741129199999,58472077.2077026,172983,294.26247,25802822.3841242,0
2025-03-04 23:00:00,87485.99,87747.3,87088.96,87281.98,626.31508,1741132799999,54747713.0784522,134215,292.89051,25603959.6740747,0
2025-03-05 00:00:00,87281.98,87281.98,86334.53,86800.36,1522.96488,1741136399999,132238933.716803,268634,599.96045,52100554.1693098,0
2025-03-05 01:00:00,86800.36,87794.52,86603.78,87643.11,1122.00439,1741139999999,97871942.876291,238026,562.94162,49128009.554622,0
2025-03-05 02:00:00,87643.11,87888.88,87029.56,87466.55,1118.23188,1741143599999,97770101.0182123,299953,540.01314,47222929.9960283,0
2025-03-05 03:00:00,87466.55,87888.0,86777.0,86843.4,1006.57606,1741147199999,88126853.5884565,245002,424.56633,37189844.9745082,0
2025-03-05 04:00:00,86843.4,87398.0,86722.81,86915.94,1897.85746,1741150799999,165217660.2569944,236662,652.71827,56823690.8496186,0
2025-03-05 05:00:00,86915.93,87245.0,86848.46,87145.98,684.96672,1741154399999,59631740.1772798,142432,371.48637,32341395.5347221,0
2025-03-05 06:00:00,87145.99,87588.6,87000.0,87490.12,549.24596,1741157999999,47943703.9847407,128437,346.08277,30215508.6244955,0
2025-03-05 07:00:00,87490.13,87727.27,87360.1,87619.49,751.77648,1741161599999,65821768.8385719,145166,468.70846,41041226.4265828,0
2025-03-05 08:00:00,87619.49,87924.68,87600.0,87760.0,607.65237,1741165199999,53326969.3987117,157423,324.91333,28516235.3178783,0
2025-03-05 09:00:00,87760.0,88829.68,87673.04,88469.01,1438.43365,1741168799999,127143479.2321148,279033,862.27328,76205705.716703,0
2025-03-05 10:00:00,88469.0,90660.0,88363.13,89926.07,3368.49428,1741172399999,302149367.7522461,547557,2052.83208,184032904.0922978,0
2025-03-05 11:00:00,89926.07,90127.0,89564.0,89814.26,1336.71799,1741175999999,120091257.5813287,368764,655.06776,58866411.5909781,0
2025-03-05 12:00:00,89814.26,90933.82,89814.26,90355.97,2250.85661,1741179599999,203553196.05188632,489273,1091.37065,98708630.5296888,0
2025-03-05 13:00:00,90355.97,90588.0,89103.52,89473.92,3234.22601,1741183199999,290270259.7709477,565487,1396.15411,125258052.9803061,0
2025-03-05 14:00:00,89473.92,89839.01,88157.25,88519.93,3303.02094,1741186799999,294303303.88192314,687782,1622.22761,144609234.4901644,0
2025-03-05 15:00:00,88519.94,89550.72,87926.06,88344.25,3436.16876,1741190399999,304518640.5429169,689103,1609.78827,142690925.7226693,0
2025-03-05 16:00:00,88344.25,89480.0,87600.0,88926.53,3228.25926,1741193999999,284653111.5851064,587965,1775.3187,156558153.8205173,0
2025-03-05 17:00:00,88927.14,90475.3,88785.63,89687.99,2097.96445,1741197599999,188031153.6189036,516971,1116.41669,100065798.0072996,0
2025-03-05 18:00:00,89687.99,89943.4,88881.66,89712.0,1534.43714,1741201199999,137091740.5213985,417906,799.90261,71473792.41232,0
2025-03-05 19:00:00,89712.01,90152.0,89472.26,89750.0,895.33123,1741204799999,80430051.8447856,307290,423.01431,37999556.0406166,0
2025-03-05 20:00:00,89750.0,90555.0,89677.8,90499.64,910.19826,1741208399999,82074887.6551392,279277,478.9024,43193041.0197073,0
2025-03-05 21:00:00,90499.64,90700.0,89932.13,90377.54,650.85875,1741211999999,58738427.3685903,193636,322.57899,29119068.7343473,0
2025-03-05 22:00:00,90377.27,90536.91,90026.96,90449.46,542.42499,1741215599999,48952363.396644,99104,310.60793,28032432.7252633,0
2025-03-05 23:00:00,90449.47,91000.0,90296.04,90606.01,775.34311,1741219199999,70292755.6449831,179383,422.43823,38315634.139249,0
2025-03-06 00:00:00,90606.0,90815.31,89986.73,90046.34,842.00257,1741222799999,76110087.2550125,235074,348.04847,31460155.8439722,0
2025-03-06 01:00:00,90046.35,91903.01,90046.35,91057.19,1922.33779,1741226399999,175068277.7591495,386234,1179.96431,107459973.7555068,0
2025-03-06 02:00:00,91057.2,92000.0,90999.77,91812.0,1603.59852,1741229999999,146709058.9613056,488456,816.7042,74751265.4378316,0
2025-03-06 03:00:00,91811.99,92025.0,91405.76,91605.01,970.85739,1741233599999,89021661.9998578,326931,478.8848,43930973.3753795,0
2025-03-06 04:00:00,91605.02,92454.44,91526.36,92287.45,1011.95626,1741237199999,93144461.2795793,272038,512.17982,47141695.4432336,0
2025-03-06 05:00:00,92287.45,92810.64,92124.0,92737.98,1140.44077,1741240799999,105474745.1812271,290876,669.61288,61946856.6106804,0
2025-03-06 06:00:00,92737.99,92769.26,91784.35,91916.0,1461.30795,1741244399999,134691480.0966847,216259,675.94708,62317890.9267519,0
2025-03-06 07:00:00,91916.01,91993.83,91265.96,91346.48,878.69496,1741247999999,80513829.1532953,206179,489.90811,44891277.8678232,0
2025-03-06 08:00:00,91346.49,91590.99,91121.34,91156.08,1002.72035,1741251599999,91631207.8768583,216896,486.82317,44492792.9752234,0
2025-03-06 09:00:00,91156.08,91176.0,90613.17,90752.14,1048.44799,1741255199999,95282460.5825227,233897,484.76599,44057063.5438645,0
2025-03-06 10:00:00,90752.14,91667.5,90613.37,91290.88,1054.01322,1741258799999,96129755.9828291,278637,556.24592,50732522.5959794,0
2025-03-06 11:00:00,91290.89,91606.53,91003.71,91350.0,789.74756,1741262399999,72125106.8210565,177603,430.79175,39350454.5620918,0
2025-03-06 12:00:00,91350.0,91399.01,89829.02,90102.02,1644.55126,1741265999999,148749394.0762171,361081,672.32062,60788348.0416258,0
2025-03-06 13:00:00,90102.02,90471.02,89450.06,89569.13,1518.79331,1741269599999,136805140.3170433,348192,642.20006,57873711.3520047,0
2025-03-06 14:00:00,89569.13,90387.37,89117.68,89803.99,2999.48127,1741273199999,268977930.4779312,608512,1569.04344,140699428.9251792,0
2025-03-06 15:00:00,89803.99,91457.03,89631.91,90820.69,2271.16246,1741276799999,206182573.0041582,596952,1262.66862,114622987.0149044,0
2025-03-06 16:00:00,90820.69,91066.44,89220.0,89316.02,1916.09183,1741280399999,172971580.6187649,498424,877.67665,79298569.1534744,0
2025-03-06 17:00:00,89316.03,89360.8,88007.19,88628.01,2520.88804,1741283999999,223457406.7594184,453025,1147.33047,101689595.9506897,0
2025-03-06 18:00:00,88628.0,88965.18,88140.07,88428.41,1182.1183,1741287599999,104698631.7958539,290432,603.20032,53433396.3281793,0
2025-03-06 19:00:00,88428.41,89395.83,87836.0,88526.18,1528.60773,1741291199999,135299754.4496902,276296,747.46315,66179430.6071863,0
2025-03-06 20:00:00,88526.23,89370.46,88461.22,89045.44,1217.7098,1741294799999,108357927.8203699,253132,655.36081,58322730.7680315,0
2025-03-06 21:00:00,89047.25,89940.0,88971.09,89939.0,1000.11785,1741298399999,89445194.5868902,179484,590.2043,52779706.9633279,0
2025-03-06 22:00:00,89939.19,90781.2,89515.13,90313.66,1969.31411,1741301999999,177799834.6831178,292290,1000.43639,90328803.3209505,0
2025-03-06 23:00:00,90313.66,90571.78,89889.24,89931.89,847.48773,1741305599999,76498126.8605657,156626,386.21278,34876895.0651014,0
2025-03-07 00:00:00,89931.88,91283.02,84667.03,85529.22,9907.82883,1741309199999,865087978.3881432,1074220,4573.90811,400003269.39114165,0
2025-03-07 01:00:00,85529.23,88983.8,85200.0,88263.85,5350.69975,1741312799999,466357337.9114216,748228,2806.79777,244746698.66062272,0
2025-03-07 02:00:00,88263.84,88460.0,87235.0,87235.0,2042.75158,1741316399999,179292134.1902974,407842,913.63978,80206922.4538069,0
2025-03-07 03:00:00,87235.01,87694.0,86778.57,86991.25,1392.05525,1741319999999,121489417.2723071,296722,602.3733,52571540.1609746,0
2025-03-07 04:00:00,86991.26,87885.65,86857.14,87636.41,973.84984,1741323599999,85169622.3291977,199037,580.34052,50754659.1503726,0
2025-03-07 05:00:00,87636.41,88450.0,87587.34,88221.21,1066.61425,1741327199999,94014329.297273,223232,543.08353,47864232.1896856,0
2025-03-07 06:00:00,88221.21,88357.52,87801.47,88208.23,1036.79142,1741330799999,91296781.1322608,175356,366.75819,32312308.7229604,0
2025-03-07 07:00:00,88208.23,88612.96,88100.36,88365.18,873.47903,1741334399999,77180759.6144519,157753,555.65137,49097886.1392639,0
2025-03-07 08:00:00,88365.19,88486.65,87985.3,88365.78,731.44291,1741337999999,64495481.2972079,162299,332.64103,29339810.3769469,0
2025-03-07 09:00:00,88365.77,89704.0,88357.55,88933.7,1315.00452,1741341599999,117108139.6286533,242702,744.21553,66285698.9826182,0
2025-03-07 10:00:00,88933.71,89285.27,88740.73,89263.4,627.13976,1741345199999,55852787.880192,133686,326.4173,29078065.4795672,0
2025-03-07 11:00:00,89263.41,89452.0,88821.97,88966.96,695.2888,1741348799999,61956688.5230692,155826,331.83608,29571923.5098788,0
