timestamp,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote,ignore
2025-03-07 12:00:00,88966.96,89320.98,88292.46,89051.13,1390.78884,1741352399999,123520482.1893146,251947,641.97498,57025867.0922648,0
2025-03-07 13:00:00,89050.76,90346.13,88977.94,89135.98,3156.31229,1741355999999,283232866.7079121,473364,1522.09033,136601220.1204712,0
2025-03-07 14:00:00,89135.99,91100.0,88655.34,90440.74,3357.70486,1741359599999,302266775.7258498,597920,1787.70813,160991033.6008543,0
2025-03-07 15:00:00,90440.74,90787.53,88022.47,88457.99,4428.55225,1741363199999,394792660.4614263,703609,2129.01593,189788825.7556533,0
2025-03-07 16:00:00,88457.99,88983.33,86623.43,87237.37,4416.63143,1741366799999,387155468.8156983,713183,2086.11986,182894773.16966993,0
2025-03-07 17:00:00,87237.36,88636.36,86554.77,87685.99,3478.29411,1741370399999,304045133.585147,506209,2059.28879,179980707.0418093,0
2025-03-07 18:00:00,87685.99,89023.41,87507.35,88589.33,1975.64801,1741373999999,174368961.2311678,447622,1014.15779,89498022.6922905,0
2025-03-07 19:00:00,88589.33,88911.51,87315.94,87820.1,1543.74974,1741377599999,136132400.0598257,367172,705.4458,62197867.6273687,0
2025-03-07 20:00:00,87820.09,88511.0,86544.27,86987.72,2594.08291,1741381199999,227004545.2991924,487929,1243.81822,108880745.2931386,0
2025-03-07 21:00:00,86986.73,87373.13,85573.07,86314.63,3337.15538,1741384799999,288290279.0463078,524070,1498.97265,129515806.1672873,0
2025-03-07 22:00:00,86314.64,86845.67,85600.37,86745.15,1305.83593,1741388399999,112522906.0577834,267083,623.18094,53707651.3256771,0
2025-03-07 23:00:00,86745.14,86836.0,85976.0,86801.75,982.65544,1741391999999,84920889.9690574,193431,404.97944,35006865.3461201,0
2025-03-08 00:00:00,86801.74,86897.25,86538.59,86726.8,774.07981,1741395599999,67120644.47635,151674,407.18646,35305763.9024143,0
2025-03-08 01:00:00,86726.79,86761.5,85218.47,86105.99,1381.62062,1741399199999,118627462.7241604,227574,598.80749,51411486.0609294,0
2025-03-08 02:00:00,86105.99,86341.13,85943.25,86180.19,717.50376,1741402799999,61815134.1332877,154164,355.07732,30595713.3071903,0
2025-03-08 03:00:00,86180.19,86183.83,85456.0,85919.12,557.03426,1741406399999,47817690.0526191,129850,241.34356,20718041.4778172,0
2025-03-08 04:00:00,85919.12,86500.0,85653.66,86444.53,642.75837,1741409999999,55411721.4002724,121722,394.99267,34061678.9016365,0
2025-03-08 05:00:00,86444.52,86462.7,86019.11,86279.12,302.64705,1741413599999,26092161.3639078,80421,153.90583,13267906.8581002,0
2025-03-08 06:00:00,86279.13,86662.0,86270.0,86465.0,565.6798,1741417199999,48908098.7887937,96528,315.94416,27316399.6949234,0
2025-03-08 07:00:00,86464.99,86535.18,86106.37,86197.14,460.04445,1741420799999,39737575.2461046,74546,225.72563,19497125.942857,0
2025-03-08 08:00:00,86197.14,86326.26,86040.01,86071.57,448.83906,1741424399999,38665843.6222905,96053,218.25708,18803251.0128505,0
2025-03-08 09:00:00,86071.57,86450.01,85828.2,85943.28,494.55943,1741427999999,42621850.9229187,101697,220.26578,18988204.7508335,0
2025-03-08 10:00:00,85943.29,86264.0,85943.28,86123.19,371.08485,1741431599999,31962238.2746874,76603,177.52857,15292078.8393842,0
2025-03-08 11:00:00,86123.2,86132.78,85762.72,85955.88,460.84829,1741435199999,39581167.3222189,118431,175.6803,15086464.7621499,0
2025-03-08 12:00:00,85955.89,86411.17,85808.82,86209.72,649.57361,1741438799999,55952119.8818714,130073,341.65017,29437648.2699458,0
2025-03-08 13:00:00,86209.72,86537.84,86128.72,86327.96,826.86145,1741442399999,71384518.7871597,128834,452.8805,39102361.0885939,0
2025-03-08 14:00:00,86327.96,86626.32,86205.33,86361.69,503.84305,1741445999999,43533346.387379,98578,232.8068,20117037.6883141,0
2025-03-08 15:00:00,86361.68,86627.51,86200.0,86400.0,466.88681,1741449599999,40354777.5875262,87146,283.53905,24507948.7797391,0
2025-03-08 16:00:00,86400.0,86450.97,85818.7,86148.09,581.9076,1741453199999,50096925.8071331,121313,233.22973,20084223.4608447,0
2025-03-08 17:00:00,86148.1,86155.89,85661.76,85943.08,836.73089,1741456799999,71870079.9305891,171800,383.37664,32935908.0232767,0
2025-03-08 18:00:00,85943.07,86084.45,85869.44,86044.02,215.55897,1741460399999,18541618.7772039,60751,123.73614,10643376.4985684,0
2025-03-08 19:00:00,86044.02,86500.0,85800.0,86233.52,587.19603,1741463999999,50635212.6098984,105995,307.74611,26539562.1937393,0
2025-03-08 20:00:00,86233.52,86368.59,86185.0,86281.39,192.8745,1741467599999,16641067.2401236,48832,120.22372,10372791.8005828,0
2025-03-08 21:00:00,86281.4,86500.0,86200.0,86228.16,219.78668,1741471199999,18981308.7903978,39854,133.65001,11542704.9851436,0
2025-03-08 22:00:00,86228.17,86382.58,85852.12,86350.0,400.87514,1741474799999,34505242.3064171,64050,203.78319,17544072.3465065,0
2025-03-08 23:00:00,86350.01,86400.0,86066.17,86222.45,330.43606,1741478399999,28501162.218695,67485,190.2289,16409840.7007329,0
2025-03-09 00:00:00,86222.46,86463.0,86116.6,86416.12,350.50278,1741481999999,30265696.6694791,56890,216.11178,18663008.4676159,0
2025-03-09 01:00:00,86416.11,86500.0,86098.33,86198.39,257.53715,1741485599999,22229592.3216492,83849,116.79728,10081169.6065511,0
2025-03-09 02:00:00,86198.39,86276.42,86001.48,86003.33,283.22646,1741489199999,24402217.6809547,75435,130.51258,11246621.7046987,0
2025-03-09 03:00:00,86003.32,86217.45,85939.85,86115.71,332.21281,1741492799999,28596068.1916571,97333,151.1259,13011001.7384818,0
2025-03-09 04:00:00,86115.71,86125.27,85942.0,86053.74,291.30421,1741496399999,25059342.7786727,62241,134.77016,11593949.6971424,0
2025-03-09 05:00:00,86053.74,86158.83,85976.02,86034.01,217.69929,1741499999999,18732587.9651551,63676,110.00946,9465565.3788875,0
2025-03-09 06:00:00,86034.0,86048.0,85809.48,85910.0,409.14686,1741503599999,35157072.5580376,82466,165.08351,14187781.0591037,0
2025-03-09 07:00:00,85910.0,86156.17,85846.91,86004.61,457.17501,1741507199999,39323716.171902,67661,151.29529,13011096.2021057,0
2025-03-09 08:00:00,86004.61,86098.0,85777.0,85792.0,297.44422,1741510799999,25558011.9346058,61031,168.97789,14520552.9577837,0
2025-03-09 09:00:00,85792.0,85891.64,85382.39,85564.0,471.15347,1741514399999,40378118.9004129,88811,147.6067,12650530.4706141,0
2025-03-09 10:00:00,85564.0,85620.0,84708.01,84844.1,1265.34082,1741517999999,107739339.9053163,213242,447.34963,38093672.8789481,0
2025-03-09 11:00:00,84844.11,85098.38,84625.01,85024.01,949.54327,1741521599999,80596032.600543,203491,451.93373,38366980.7911808,0
2025-03-09 12:00:00,85024.0,85058.34,84240.36,84599.99,1390.32594,1741525199999,117506804.2744213,218178,643.83822,54418618.384015,0
2025-03-09 13:00:00,84600.0,84700.0,83483.13,83489.95,1412.09732,1741528799999,118752181.8445797,233416,567.29083,47722773.403968,0
2025-03-09 14:00:00,83489.96,83817.25,83000.0,83602.57,1909.96106,1741532399999,159318171.6755312,396975,994.62586,82985701.4755919,0
2025-03-09 15:00:00,83602.58,83768.34,82711.5,83080.41,2011.81321,1741535999999,167492449.2008877,285896,908.37287,75659206.0120977,0
2025-03-09 16:00:00,83080.4,83758.22,82327.59,82496.01,2326.08392,1741539599999,192943800.7874456,470033,1101.11299,91363744.7907297,0
2025-03-09 17:00:00,82496.01,82944.0,82223.0,82366.0,1427.44276,1741543199999,117751552.6895977,408915,691.40946,57036857.0857229,0
2025-03-09 18:00:00,82365.99,83340.58,82264.0,82670.0,1491.41884,1741546799999,123484569.0335379,476667,770.27318,63786847.764453,0
2025-03-09 19:00:00,82670.0,82988.11,82336.36,82640.86,1010.21232,1741550399999,83484706.6435482,269836,527.34736,43585329.9855428,0
2025-03-09 20:00:00,82640.86,83539.66,82615.38,83083.15,858.57068,1741553999999,71379742.1065541,184317,495.70996,41210476.3445862,0
2025-03-09 21:00:00,83083.16,83090.02,81555.0,81845.11,1681.2986,1741557599999,138121112.1789719,294228,677.15527,55632035.2285524,0
2025-03-09 22:00:00,81845.12,82066.23,80202.53,80358.19,2498.36258,1741561199999,202693219.7299067,396693,1068.47698,86753734.9619733,0
2025-03-09 23:00:00,80358.18,81042.41,80000.0,80734.37,2515.51987,1741564799999,202586552.6111118,397858,1256.68543,101252436.3200664,0
2025-03-10 00:00:00,80734.48,81500.0,80037.62,81292.0,2119.91701,1741568399999,171259461.1589301,475003,1094.27933,88438864.9059735,0
2025-03-10 01:00:00,81292.01,81888.0,80802.59,81766.01,1700.61474,1741571999999,138585087.6041542,352112,945.07968,77022791.3332285,0
2025-03-10 02:00:00,81766.01,82744.0,81526.25,82198.12,1747.3959,1741575599999,143772301.2790216,296986,970.22984,79839124.5362332,0
2025-03-10 03:00:00,82198.12,82333.37,81791.82,82047.49,1063.09038,1741579199999,87244836.453821,198666,518.93845,42594084.7895206,0
2025-03-10 04:00:00,82047.49,82659.14,82004.0,82634.05,647.00669,1741582799999,53325596.7357822,150769,382.98838,31570319.1317692,0
2025-03-10 05:00:00,82634.05,82797.95,82124.35,82308.52,761.63193,1741586399999,62780702.114918,114785,350.19072,28874111.3739705,0
2025-03-10 06:00:00,82308.51,82425.71,81977.27,82332.67,718.31521,1741589999999,59034685.5981022,123165,388.69433,31951760.3371773,0
2025-03-10 07:00:00,82333.81,82687.5,82048.44,82318.77,735.02286,1741593599999,60530629.7382707,158380,343.07096,28256953.9356371,0
2025-03-10 08:00:00,82318.78,82391.75,81151.0,81350.46,1240.84016,1741597199999,101402131.1535052,380766,517.02755,42264152.5080265,0
2025-03-10 09:00:00,81350.46,84123.46,81325.32,82514.26,3135.7787,1741600799999,260176673.38310152,745654,1707.52399,141687176.9520125,0
2025-03-10 10:00:00,82514.27,82683.99,81630.59,82288.19,960.18393,1741604399999,78851199.0071383,397236,459.60284,37754509.8055173,0
2025-03-10 11:00:00,82288.19,83826.02,82065.73,83582.0,1355.26923,1741607999999,112393506.9579001,245819,864.25234,71690930.8887556,0
2025-03-10 12:00:00,83582.0,83771.94,82634.16,83248.12,1804.51434,1741611599999,150165017.1162594,330513,864.16505,71928987.0791123,0
2025-03-10 13:00:00,83248.12,83313.99,81423.51,81528.94,2151.30539,1741615199999,177120119.8817476,437527,958.43523,78962516.228995,0
2025-03-10 14:00:00,81528.93,81528.93,79177.03,79847.08,6049.79262,1741618799999,484084481.4423452,787100,2767.12756,221393449.7300034,0
2025-03-10 15:00:00,79847.09,81118.32,79570.57,80043.85,2855.95678,1741622399999,229375257.033087,488795,1506.89282,121059403.7867484,0
2025-03-10 16:00:00,80043.84,80250.0,78992.1,79009.98,2435.72646,1741625999999,193622952.257001,422856,1046.42596,83231615.7458749,0
2025-03-10 17:00:00,79009.01,79327.98,78202.0,78459.91,4021.36721,1741629599999,316403393.1928357,537500,1629.81026,128290599.8842119,0
2025-03-10 18:00:00,78459.9,79147.05,77501.1,77655.26,3305.83539,1741633199999,258606644.912512,488667,1354.81417,106111746.01269,0
2025-03-10 19:00:00,77655.25,79533.57,77459.91,79060.84,3706.69015,1741636799999,290911301.6755763,587965,1914.22603,150258625.7650702,0
2025-03-10 20:00:00,79060.84,79729.73,78409.4,79304.98,1749.77269,1741640399999,138289648.8899506,307662,855.38005,67623393.7630505,0
2025-03-10 21:00:00,79304.97,79886.03,78959.9,79565.81,1079.83363,1741643999999,85837654.3957042,208051,538.29949,42792177.4522502,0
2025-03-10 22:00:00,79566.86,79845.42,79200.0,79502.36,890.45364,1741647599999,70742617.9757254,205364,443.32735,35233573.6683896,0
2025-03-10 23:00:00,79502.36,79708.0,78449.98,78595.86,1397.06901,1741651199999,110409047.8007966,260197,477.78834,37775385.7379304,0
2025-03-11 00:00:00,78595.86,79235.77,76606.0,77673.6,5219.87886,1741654799999,404454816.1328133,649919,2216.35171,171719587.1205571,0
2025-03-11 01:00:00,77673.6,79130.93,76816.52,79130.66,3194.38716,1741658399999,249089136.39839593,580980,1683.04502,131360417.4993313,0
2025-03-11 02:00:00,79130.65,79650.0,78938.0,79354.53,1754.34261,1741661999999,139081862.5900526,321262,895.26591,70979616.7997998,0
2025-03-11 03:00:00,79354.54,79938.27,79279.9,79522.29,953.63506,1741665599999,75890572.8011086,198555,449.60557,35786559.0238989,0
2025-03-11 04:00:00,79522.29,80245.26,79439.9,79759.91,1261.6828,1741669199999,100833547.804586,225888,634.16483,50684456.530643,0
2025-03-11 05:00:00,79759.91,80457.0,79719.87,80261.78,1400.52299,1741672799999,112235933.7435276,213945,719.60941,57675930.7678739,0
2025-03-11 06:00:00,80261.78,80547.79,80091.18,80099.33,727.41838,1741676399999,58425002.3097966,160950,347.54095,27925014.8240575,0
2025-03-11 07:00:00,80099.32,80614.89,80088.0,80424.95,1177.73486,1741679999999,94665814.9426599,143962,770.40935,61926597.4632167,0
2025-03-11 08:00:00,80424.94,81525.62,80325.22,81131.16,2032.15403,1741683599999,164503425.4062759,227437,1214.88668,98310315.6195421,0
2025-03-11 09:00:00,81131.15,81900.05,81129.98,81460.39,1344.56881,1741687199999,109604052.8929845,213790,714.90157,58275651.103571,0
2025-03-11 10:00:00,81460.38,81886.31,81269.85,81808.26,1037.52973,1741690799999,84719110.4720968,140445,504.08016,41174817.4964796,0
2025-03-11 11:00:00,81808.25,82092.34,81400.0,81720.34,1184.00715,1741694399999,96823535.5670052,165365,571.52682,46754982.1679446,0
2025-03-11 12:00:00,81720.33,81909.69,81017.0,81225.5,1849.7363,1741697999999,150660424.1770798,210613,689.72044,56188300.6388453,0
2025-03-11 13:00:00,81225.49,82225.21,80536.33,80898.49,4637.72925,1741701599999,376599163.3262569,522372,2216.07773,180031088.3757267,0
2025-03-11 14:00:00,80898.5,81374.92,79058.0,79773.04,6591.00781,1741705199999,528350731.6072829,726530,3137.11983,251604368.4699032,0
2025-03-11 15:00:00,79773.05,81666.0,79653.69,81232.24,3555.27893,1741708799999,287739776.1892107,498583,2017.3316,163263511.3419056,0
2025-03-11 16:00:00,81232.23,81900.0,80609.96,81386.8,2212.88519,1741712399999,179883874.8361783,354450,942.81943,76715396.305124,0
2025-03-11 17:00:00,81386.79,81727.27,80777.75,81305.57,1542.25683,1741715999999,125347406.276244,284121,754.88924,61362926.9535557,0
2025-03-11 18:00:00,81305.58,83470.01,81288.61,83280.94,2780.96936,1741719599999,229933180.0176396,374806,1522.96907,125822221.1961664,0
2025-03-11 19:00:00,83280.95,83617.4,82846.31,83104.01,1549.39261,1741723199999,128945561.1942728,255838,717.57195,59747215.8680372,0
2025-03-11 20:00:00,83104.01,83170.38,82586.84,82799.68,845.3044,1741726799999,70055507.8063063,148383,381.93461,31658734.5689854,0
2025-03-11 21:00:00,82799.68,83265.38,82799.67,83110.72,576.90124,1741730399999,47946754.4385638,100776,324.3066,26955320.5266249,0
2025-03-11 22:00:00,83110.71,83306.87,82981.3,83133.48,560.5699,1741733999999,46609518.4994502,117908,249.92036,20782284.7027602,0
2025-03-11 23:00:00,83133.48,83185.0,82550.52,82932.99,780.17427,1741737599999,64602117.6810037,146432,353.11886,29245097.8372693,0
2025-03-12 00:00:00,82932.99,83142.11,82604.95,82765.52,658.58485,1741741199999,54571850.2403997,154971,338.24681,28036676.0424873,0
2025-03-12 01:00:00,82765.52,83783.26,82752.58,83313.6,1260.16624,1741744799999,105024042.4905088,195051,795.29436,66282036.6499817,0
2025-03-12 02:00:00,83313.6,83330.04,82217.01,82430.79,1790.05082,1741748399999,148082967.7088042,247793,759.38762,62806734.9840205,0
2025-03-12 03:00:00,82430.8,82620.01,82100.61,82127.72,1003.13679,1741751999999,82619212.747987,178424,450.95394,37155166.7608348,0
2025-03-12 04:00:00,82127.73,82180.0,81617.76,81811.05,1145.12345,1741755599999,93742543.5198879,188957,533.5625,43685033.7090148,0
2025-03-12 05:00:00,81811.05,82048.93,81617.0,81987.43,734.00302,1741759199999,60078182.276627,117679,418.45811,34256537.5791625,0
2025-03-12 06:00:00,81987.44,81987.44,81296.0,81425.98,774.02218,1741762799999,63173079.9997039,132173,289.03047,23598319.4842622,0
2025-03-12 07:00:00,81425.97,82541.47,81332.66,82447.79,1412.35169,1741766399999,115709042.2704847,257563,900.21584,73790246.1821617,0
2025-03-12 08:00:00,82447.78,82841.82,82000.29,82689.67,1582.29339,1741769999999,130530672.162945,312694,726.37613,59947661.2190363,0
2025-03-12 09:00:00,82689.66,82933.32,82228.09,82680.06,1177.88498,1741773599999,97229185.6121101,205425,511.94131,42269967.5059376,0
